id_berita,entitas,label
840,koordinasi pengelolaan daerah aliran sungai moloku kie rah,ORG
840,##a,PER
840,mkr,ORG
840,hidayat marasabessy,PER
840,juli,DAT
840,juli,DAT
840,halmahera,GPE
840,halmahera tengah,GPE
840,timur,GPE
840,ian 3,PER
840,juli (,DAT
840,21 - 31 juli ),DAT
840,halmahera tengah,GPE
840,2023,DAT
840,kawasan industri pengolahan nikel pt indonesia weda bay industrial park,LOC
840,iwip,LOC
840,halmahera tengah,GPE
840,sagea,GPE
840,trans wale,LOC
840,h,PER
840,"kamis, ( 14 / 9 / 2023 )",DAT
840,ly,PER
840,ly,PER
840,san,LOC
840,industri iwip,ORG
840,agustus 2023,DAT
840,sungai sagea,LOC
840,desa sagea,GPE
840,kiya,GPE
840,halmahera tengah,GPE
840,goa boki moruru,LOC
840,laut halmahera timur,LOC
840,maluku,GPE
840,utara,ORG
840,dr. herman oesman,PER
840,pemerintah pusat,NOR
840,pemerintah pusat,NOR
840,selasa ( 23 / 7 / 2024 ),DAT
840,pemerintah daerah,NOR
840,pemda,NOR
840,dprd,NOR
840,pemda,NOR
840,badan,NOR
840,penanggulangan bencana daerah,ORG
840,bp,NOR
840,##bd,ORG
840,tni,NOR
840,polri,NOR
840,kabid humas polda malut,NOR
840,kombes pol. bambang suharyono,PER
840,tni / polri,NOR
840,bpbd halmahera,NOR
840,minggu ( 21 / 7,DAT
840,/ 2024,DAT
840,tim fokus penyelamatan dan keseha,ORG
840,tan,PER
840,anggota dprd halmahera tengah,NOR
840,munadi kilkoda,PER
840,pemda,NOR
840,dprd,NOR
840,kl,PER
840,sungai kobe,LOC
840,kementerian lingkungan hidup dan kehutanan,NOR
843,1. 726,CRD
843,delapan,CRD
843,kamis ( 25 / 7 ),DAT
843,bisnis. com,ORG
843,maluku utara,GPE
843,badan,NOR
843,nasional penanggulangan bencana,ORG
843,bn,NOR
843,##pn,ORG
843,halmahera tengah,GPE
843,maluku utara,GPE
843,kepala,NOR
843,"pusat data,",ORG
843,informasi dan komunikasi kebencanaan bnpb,NOR
843,abdul muhari,PER
843,jakarta,GPE
843,jumat ( 26 / 7 / 2024 ),DAT
843,1. 726,CRD
843,delapan,CRD
843,kamis ( 25 / 7 ),DAT
843,pusdalops,NOR
843,bnpb,ORG
843,kedelapan,CRD
843,kecamatan weda tengah,GPE
843,151,CRD
843,##2,ORG
843,weda,ORG
843,331 jiwa,QTY
843,posko pengungsian lukulamo,ORG
843,37,QTY
843,##3,CRD
843,jiwa,QTY
843,posko pengungsian lelilef,ORG
843,36,QTY
843,##3,CRD
843,jiwa,QTY
843,pos,NOR
843,##ko pengungsian trans wal,ORG
843,##eh,LOC
843,134 jiwa,QTY
843,pos,NOR
843,##ko pengungsian desa,ORG
843,kobe,GPE
843,132,CRD
843,posko pengungsian gereja,NOR
843,sawai,LOC
843,173,CRD
843,posko pengungsian mako brimob,NOR
843,315,CRD
843,pos,NOR
843,##ko gedung irawati,ORG
843,49,CRD
843,##unga,LOC
843,bnpb,NOR
843,senin ( 5 / 8 ),DAT
843,1 meter,QTY
843,minggu ( 21 / 7 ),DAT
843,sungai kobe,LOC
843,tujuh,CRD
843,dua,CRD
843,kendaraan roda dua,PRD
843,roda empat,PRD
843,kamis ( 25 / 7 ),DAT
843,kabupaten halmahera tengah,GPE
843,bn,NOR
843,##pb,ORG
843,indeks risiko bencana indonesia,ORG
843,inarisk,ORG
843,13. 250 hektare,QTY
844,ambon,GPE
844,kabupaten seram bagian barat,GPE
844,sbb,GPE
844,provinsi maluku,GPE
844,kota piru,GPE
844,kecamatan taniwel timur,GPE
844,taniwelkembali,GPE
844,anggota,NOR
844,dprd provinsi maluku,NOR
844,iu,NOR
844,##s rutasouw,ORG
844,pemerintah kabupaten sbb,NOR
844,pemerintah provinsi maluku,NOR
844,balai,NOR
844,wilayah sungai ( bws,ORG
844,) maluku,NOR
844,##s,NOR
844,maluku,GPE
844,rutasouw,PER
844,kamis ( 24 / 4 / 2025 ),DAT
844,ambon,GPE
844,rut,PER
844,##asouw,ORG
844,bws maluk,LOC
844,u,PER
844,rut,PER
844,##aso,ORG
844,##uw,PER
844,rutasouw,PER
844,satu,CRD
844,pemerintah,NOR
844,tm,ORG
844,02,ORG
847,pulau halmahera,LOC
847,maluku utara,GPE
847,halmahera barat,GPE
847,halmahera utara,GPE
847,##tisement scroll to,ORG
847,halmahera utara,ORG
847,antara,ORG
847,pemkab halmahera utara,NOR
847,bupati halmahera utara,NOR
847,piet hein babua,PER
847,belasan,CRD
847,tiga,CRD
847,tiga,CRD
847,kao barat,GPE
847,galela utara,GPE
847,loloda utara,GPE
847,selasa,DAT
847,bupati halmahera utara,NOR
847,piet hein babua,PER
847,s,PER
847,ternate,GPE
847,rabu ( 7 / 1 ),DAT
847,piet,PER
847,kecamatan kao barat,GPE
847,desa soamaetek,GPE
847,pitago,GPE
847,tuguis,GPE
847,parseba,GPE
847,bailengit,GPE
847,tubuolamo,GPE
847,kecamatan galela utara,GPE
847,desa saluta,GPE
847,tutumaluleo,GPE
847,togasa,GPE
847,pelita,LOC
847,sungai pitago,LOC
847,dua,CRD
847,desa pelita,GPE
847,pemerintah daerah,NOR
847,piet,PER
847,kecamatan loloda utara,GPE
847,lima,CRD
847,ngajam,GPE
847,worimoi,GPE
847,doitia,PER
847,asimiro,PER
847,darume,PER
847,ami kendala,PER
847,rabu,DAT
847,bpbd halmahera utara,NOR
847,bp,NOR
847,##bd,ORG
847,desa tate,GPE
847,t,PER
847,piet,PER
847,pemkab,NOR
847,bp,NOR
847,##bd,ORG
847,piet,PER
847,halmahera barat,GPE
847,kabupaten halmahera barat,GPE
847,kepala basarnas ternate,NOR
847,iwan ramdani,PER
847,kecamatan ibu,GPE
847,desa kampung china,GPE
847,desa tabaru,GPE
847,selasa ( 6 / 1 ),DAT
847,rabu,DAT
847,kabupaten halmahera barat,GPE
847,sungai,LOC
847,rabu,DAT
847,07. 30 wit,TIM
847,kecamatan ibu,GPE
847,bronjong,LOC
847,da pemerintah daerah kabupaten halmahera barat,NOR
847,iwan,PER
847,kantor sar ternate,ORG
847,rescue,ORG
847,sar,ORG
847,dua,CRD
847,search,PRD
847,and rescue unit,ORG
847,sr,QTY
847,##u,PRD
847,sru,PRD
847,1,CRD
847,kapal nega,PRD
847,ra,ORG
847,kn ) sar 237 pandu,ORG
847,dewan,PER
847,##ata,ORG
847,pelabuhan a yani ternate,FAC
847,pelabuhan jailolo,FAC
847,sru,ORG
847,2,CRD
847,rescue car,PRD
847,truk,PRD
847,pelabuhan sidangoli,FAC
847,kecamatan ibu,GPE
847,sr,EVT
847,##u,ORG
847,2,EVT
847,direktorat polisi perairan dan udara ( polairud ) polda maluku utara,NOR
847,markas unit ( marnit ),NOR
847,halmahera,GPE
847,barat,NOR
847,desa tongute ternate,GPE
847,kecamatan ibu,GPE
847,kabupaten halmahera barat,GPE
847,kabid humas polda maluku uta,NOR
847,ra,PER
847,komb,PER
847,##es,NOR
847,pol wahyu istanto bram,PER
847,danmarnit halmahera barat,NOR
847,aipda,NOR
847,julkifli humah,PER
847,tiga,CRD
847,polairud,ORG
847,polairud,ORG
847,kepolisian,NOR
847,ah,PER
847,bmkg,ORG
847,"badan meteorologi, klimatologi dan geofisika",ORG
847,bmkg,ORG
847,stasiun meteorologi sultan baabullah ternate,ORG
847,maluku utara,GPE
847,maluku utara,GPE
847,rabu,DAT
847,04. 54 wit,TIM
847,05. 25 wit,TIM
847,kabupaten halmahera barat,GPE
847,jailolo,GPE
847,sahu,GPE
847,jailolo selatan,GPE
847,ibu,GPE
847,kota ternate,GPE
847,ul,GPE
847,##au ternate,LOC
847,ternate utara,GPE
847,pulau hiri,GPE
847,kabupaten halmahera barat,GPE
847,loloda,GPE
847,ibu,GPE
847,tabaru,GPE
847,sahu timur,GPE
847,kabupaten halmahera utara,GPE
847,malifut,GPE
847,loloda utara,GPE
847,galela barat,GPE
847,galela utara,GPE
847,galela selatan,GPE
847,loloda,GPE
847,kepulauan,LOC
847,kao telu,LOC
847,k,ORG
847,kabupaten halmahera timur,GPE
847,wasile selatan,GPE
847,wasile tengah,GPE
847,wasile utara,GPE
847,maba utara,GPE
847,bmkg,ORG
847,siklon tropis jenna,EVT
847,perairan,LOC
847,samudera hindia barat daya banten,LOC
847,tiga,ORD
847,dua hari,QTY
847,25 knot,QTY
847,dua,CRD
847,antara,ORG
847,tim meteorologi bmkg,ORG
847,indonesia,GPE
847,enam meter,QTY
847,7 - 10 januari 2026,DAT
847,indonesia,GPE
847,utara,GPE
847,6 - 25 knot,QTY
847,"1, 25 hingga 2, 5 meter",QTY
847,perairan morotai,LOC
847,halmahera,GPE
847,obi,GPE
847,sanana,GPE
847,taliabu,GPE
847,kayoa,GPE
847,kepulauan loloda,LOC
847,batang,GPE
847,dua,LOC
847,ternate,GPE
847,bacan,GPE
847,teluk weda,LOC
847,perairan kepulauan h,LOC
847,almaher,LOC
847,geb,PER
847,##e,LOC
849,dayeuhkolot bandung,GPE
849,19. 408,CRD
849,keempat,ORD
849,"senin, 13 apr 2026",DAT
849,14 :,TIM
849,28 : 35,TIM
849,##kolot bandung,GPE
849,19. 408,CRD
849,merdeka. com,ORG
849,kecamatan dayeuhkolot,GPE
849,kabupaten bandung,GPE
849,jumat ( 10 / 4 ),DAT
849,sungai citarum,LOC
849,sungai cipalasari,LOC
849,sungai cigede,LOC
849,keempat,ORD
849,empat,CRD
849,camat dayeuhkolot,NOR
849,asep suryadi,PER
849,10 hingga 120 sentimeter,QTY
849,tiga,CRD
849,satu,CRD
849,tiga,CRD
849,desa dayeuhkolot,GPE
849,desa citereup,GPE
849,desa cangkuang wetan,GPE
849,satu,CRD
849,rahan pasawahan,LOC
849,senin ( 13 / 4 ),DAT
849,dayeuhkolot,GPE
849,bandung,GPE
849,kecamatan dayeuhkolot,GPE
849,19. 408,CRD
849,nj,PER
849,122,CRD
849,gedung,FAC
849,masjid,FAC
849,122,CRD
849,asep,PER
849,jalan raya dayeuhkol,LOC
849,40 hingga 50 sentimeter,QTY
849,mobil,PRD
850,liputan6. com,PRD
850,jakarta,GPE
850,tiga,CRD
850,kabupaten bandung,GPE
850,jawa barat,GPE
850,sungai anak citarum,LOC
850,"jumat, 31 oktober 2025",DAT
850,juru bicara badan penanggulangan bencana daerah ( bpbd ) jawa barat,NOR
850,andrie setiawan,PER
850,rk,ORG
850,jumat 31 oktober 2025,DAT
850,22. 00 wib,TIM
850,tma,ORG
850,20 - 150 centimeter,QTY
850,andrie,PER
850,bandung,GPE
850,sabtu,DAT
850,1 / 11 / 2025 ),DAT
850,advertisement,ORG
850,andrie,PER
850,kelurahan ciparay,GPE
850,kecamatan ciparay,GPE
850,desa,GPE
850,kelurahan wargamekar,GPE
850,kecamatan baleendah,GPE
850,desa,GPE
850,kelurahan citeureup,GPE
850,desa,GPE
850,kelurahan dayeuhkolot,GPE
850,kecamatan dayeuhkolot,GPE
850,kabupaten bandung,GPE
850,andrie,PER
850,kabupaten bandung,GPE
850,bpbd provinsi jawa barat,NOR
850,bpbd kabupaten bandung,NOR
850,bpbd kabupaten bandung,NOR
850,andrie,PER
851,masohi,GPE
851,malteng,GPE
851,matamaluku,GPE
851,pulau,LOC
851,seram,GPE
851,selasa pagi ( 28 / 01 ),DAT
851,kabupaten maluku tengah,GPE
851,kecamatan teon nila serua,GPE
851,tn,GPE
851,desa waipia,GPE
851,kota masohi,GPE
851,kabupaten maluku tengah,GPE
851,30 - 50 sentimeter,QTY
851,kecamatan,GPE
851,11,LOC
851,12,LOC
851,desa sifluru,GPE
851,wotay,GPE
851,desa wotay,GPE
851,sekretaris desa wotay,NOR
851,piet kromes,PER
851,arga eron walalohun,PER
851,kecamatan tns,GPE
851,km 10,LOC
851,kecamatan amahai,GPE
851,tiga,CRD
851,pulau seram,GPE
851,satu meter,QTY
851,ponsel,PRD
851,bpbd maluku tengah,NOR
852,maluku utara,GPE
852,dua,CRD
852,halmahera barat,GPE
852,halmahera utara,GPE
852,badan meteorologi klimatologi dan geofisika,ORG
852,bmkg,ORG
852,senin,DAT
852,selasa,DAT
852,"rabu lalu, 5 - 7 januari 2026",DAT
852,tiga hari,QTY
852,"256, 3 mm",QTY
852,stasiun meteorologi sultan babullah,ORG
852,ternate,GPE
852,"selasa, 6 januari 2026",DAT
852,stasiun meteorologi,ORG
852,gamar,ORG
852,malam,ORG
852,galella barat,GPE
852,halmahera utara,GPE
852,"120, 0 mm",QTY
852,100 - 150 mm,QTY
852,kedua,CRD
852,meteorologi,ORG
852,"178, 4",QTY
852,"60, 0 mm",QTY
852,150 mm,QTY
852,50 - 100 mm per,QTY
852,rabu 7 januari 2026,DAT
852,stasiun meteorologi gamar malamo,ORG
852,"165, 0 mm",QTY
852,senin 5 januari 2026,DAT
852,kepala bmkg stasiun meteorologi sultan baabullah ternate,ORG
852,sakimin,PER
852,maluku utara,GPE
852,maluku utara,GPE
852,5 hingga 11 januari 2026,DAT
852,sakimin,PER
852,antara,ORG
852,5 – 6,DAT
852,januari,DAT
852,kabupaten pulau morotai,GPE
852,halmahera utara,GPE
852,halmahera barat,GPE
852,kota tidore kepulauan,GPE
852,kota ternate,GPE
852,halmahera tengah,GPE
852,halmahera timur,GPE
852,halmahera selatan,GPE
852,kepulaua,GPE
852,n,GPE
852,sula,LOC
852,pulau taliabu,GPE
852,7 – 8 januari,DAT
852,kabupaten pulau morotai,GPE
852,halmahera utara,GPE
852,halmahera barat,GPE
852,kota tidore kepulauan,GPE
852,kota ternate,GPE
852,halmahera tengah,GPE
852,halmahera selatan,GPE
852,kepulauan sula,GPE
852,pulau taliabu,GPE
852,9 – 11 januari,DAT
852,kabupaten halmahera timur,GPE
852,halmahera tengah,GPE
852,halmahera selatan,GPE
852,pulauan sula,GPE
852,pulau taliabu,GPE
852,halmahera barat,GPE
852,kecamatan ibu,GPE
852,provinsi maluku utara,GPE
852,antara,ORG
852,17,CRD
852,kabupaten halmahera barat,GPE
852,"kamis, 8 januari 2026",DAT
852,desa tongute ternate,GPE
852,kabupaten halmahera barat,GPE
852,maluku,GPE
852,tara,PER
852,8 januari 2026,DAT
852,bpbd kabupaten halmahera barat,NOR
852,empat,CRD
852,ibu,GPE
852,desa gamlamo,GPE
852,desa tongute ternate,GPE
852,desa gam ici,GPE
852,tongute ternate,GPE
852,antara,PER
852,andri saputra,PER
852,tujuh,CRD
852,kecamatan sahu timur,GPE
852,kecamatan sahu,GPE
852,kecamatan ibu selatan,GPE
852,kecamatan ibu,GPE
852,kecamatan tabaru,GPE
852,kecamatan loloda,GPE
852,kecamatan loloda tengah,GPE
852,kabupaten halmahera utara,GPE
852,14,CRD
852,tiga,CRD
852,kecamatan loloda utara,GPE
852,kecamatan galela utara,GPE
852,kecamatan kao barat,GPE
852,kepala dinas komunikasi dan informatika ( kominfo ) maluku utara,NOR
852,iksa r. a. arsyad,PER
852,kabel fiber optic,PRD
852,fo,PRD
852,kecamatan ibu,GPE
852,uh,PER
852,iksa,PER
852,antara,ORG
852,sumatera bagian utara,GPE
852,november 2025,DAT
853,netralnews,PRD
853,netralnew,ORG
853,##s,PRD
855,kali kobe,LOC
855,kecamatan weda tengah,GPE
855,kabupaten halmahera tengah,GPE
855,maluku utara,GPE
855,bpbd kabupaten halmahera,NOR
855,tengah,GPE
855,beritanasional. com,ORG
855,kali kobe,LOC
855,kecamatan weda tengah,GPE
855,kabupaten halmahera tengah,GPE
855,maluku utara,GPE
855,desa lilief,GPE
855,waib,LOC
855,ulan,PER
855,minggu ( 21 / 7 / 2024 ),DAT
855,kepala pusat,NOR
855,data,ORG
855,", informasi dan komunikasi kebencanaan bnpb",NOR
855,abdul muhari,PER
855,provinsi maluku utara,GPE
855,sabtu ( 20 / 7 / 2024 ),DAT
855,satu meter,QTY
855,abdul,PER
855,senin ( 22 / 7 / 2024 ),DAT
855,abdul,PER
855,badan penanggulangan bencana daerah ( bpbd ) kabupaten,NOR
855,halmahera tengah,GPE
855,a kaj,PER
855,abdul,PER
855,badan nasional penanggulangan,NOR
855,bencana,ORG
855,bnpb,NOR
855,kabupaten halmahera utara,GPE
855,"badan meteorologi, klimatologi, dan geofisika",ORG
855,bmkg,ORG
855,senin ( 22 / 7 / 2024 ),DAT
855,satu jam,QTY
856,ternate,GPE
856,kota ternate,GPE
856,maluku utara,GPE
856,malut,GPE
856,badan meteorologi klimatologi dan geofisika (,ORG
856,bmkg,ORG
856,sultan baabullah,PER
856,ternate,GPE
856,dewi makhrantika madiong,PER
856,ternate,GPE
856,rabu,DAT
856,malut,LOC
856,3. 000 fe,QTY
856,malut,LOC
856,samudera pasifik,LOC
856,laut malut,LOC
856,##on,PRD
856,chantu,PRD
856,980 hp,QTY
856,65kt,QTY
856,filipina,GPE
856,1 - 3 °c,QTY
856,perairan malut,LOC
856,low frequn,PRD
856,ayah malut,PER
856,maluku utara,GPE
856,850mb,QTY
856,700mb,QTY
856,500mb,QTY
856,80 - 100 %,PRC
856,8,CRD
856,. 0,QTY
856,indonesia timur,GPE
856,malut,GPE
856,mew,ORG
856,bmkg ternate,ORG
856,dua,CRD
856,whatsapp,ORG
856,facebook,ORG
856,13. 50 wit,TIM
856,##l,TIM
856,15. 55 wit,TIM
856,18. 25 wit,TIM
856,bmkg,ORG
856,bmkg,ORG
856,www. bm,PRD
856,##kg,ORG
856,. go. id,PRD
856,facebook stamet sultan,PRD
856,baab,LOC
856,##ullah ternate,PRD
856,bm,ORG
856,##kg,PRD
856,malut,ORG
856,instagram @ bmkg _ malut m,PRD
856,youtube bmkg malut,PRD
856,mobile phone info bmkg,PRD
856,play store,PRD
856,apple store,PRD
856,kota ternate,GPE
856,radar,PRD
856,satelit,PRD
856,15. 00 wit,TIM
856,17. 00 wit,TIM
856,selasa ( 14 / 9 ),DAT
856,kota ternate,GPE
856,kampung pisang,LOC
856,pasar gamalama,LOC
856,pasar higien,LOC
856,ant,PER
856,ade,PER
857,tiga,CRD
857,kabupaten maluku tengah,GPE
857,maluku,GPE
857,selasa ( 25 / 8 ),DAT
857,689,CRD
857,kepala badan penanggulangan bencana daerah ( bpbd ) kabupaten,NOR
857,maluku,GPE
857,tengah,NOR
857,boby rahmat,PER
857,desa haruru,GPE
857,desa makariki,GPE
857,desa sepa,GPE
857,kecamatan amahai,GPE
857,kabupaten maluku tengah,GPE
857,tiga,CRD
857,64 kepala keluarga,QTY
857,kk,QTY
857,420,QTY
857,aruru,GPE
857,21,ORD
857,33,CRD
857,kk,QTY
857,167,QTY
857,dusun waitetes,GPE
857,kilometer,LOC
857,8,CRD
857,desa makariki,GPE
857,20,CRD
857,kk,QTY
857,102,CRD
857,dusun simalou,GPE
857,kilometer,LOC
857,7,CRD
857,desa sepa,GPE
857,masjid,FAC
857,gereja,FAC
857,nasi bungkus,PRD
857,boby,PER
857,rabu ( 26 / 8 ),DAT
857,kapolres maluku tengah,NOR
857,akbp rositah umasugi,PER
857,100 sen,QTY
857,4,CRD
857,rt,ORG
857,15,CRD
857,57,CRD
857,"kilometer 7, 8, 9",LOC
857,rt 21,LOC
857,haruru,GPE
857,kecamatan amahai,GPE
857,maluku tengah,GPE
857,154,CRD
857,selasa ( 25 / 8 ),DAT
857,selasa,DAT
857,25 / 8 ),DAT
857,bp,NOR
857,##bd,ORG
858,desa lukolamo,GPE
858,kecamatan weda tengah,GPE
858,halmahera tengah,GPE
858,maluku utara,GPE
858,halmaherapost. com,ORG
858,selasa 13 agustus 2024,DAT
858,desa lukolamo,GPE
858,ruslan,PER
858,lukolamo,PER
858,"senin, 12 agustus 2024",DAT
858,21. 00 wit,TIM
858,01. 26 wit,TIM
858,jalan ut,LOC
858,ama,LOC
858,desa lukolamo,GPE
858,desa lelilef,GPE
858,pt iwip,ORG
858,pertigaan,LOC
858,trans kobe,LOC
858,lelie,GPE
858,##f,LOC
859,saumlaki,GPE
859,petrus fatlolon,PER
859,bupati fatlolon,NOR
859,saumlaki,GPE
859,markas bata,LOC
859,lyon,LOC
859,734,DAT
859,jalan mathilda batlayeri,LOC
859,kompleks,LOC
859,kampung babar,LOC
859,lelemuku. com,ORG
859,minggu ( 03 / 05 / 2020 ),DAT
859,sa,LOC
859,##umlaki,ORG
859,lelemuku. com,ORG
859,bupati kepulauan tanimbar,NOR
859,provinsi maluku,GPE
859,petrus f,PER
859,"atlolon, sh.",PER
859,mh,PER
859,saumlaki,GPE
859,kecamatan tanimbar selatan,GPE
859,tansel,GPE
859,minggu ( 03 / 05 / 2020 ),DAT
859,bupati,NOR
859,fatlolon,PER
859,saumlaki,GPE
859,markas batalyon 734 / sns,LOC
859,jalan mathilda batlayeri,LOC
859,kampung babar,LOC
859,10. 00 wit,TIM
859,bupati,NOR
859,fatlolon,PER
859,lelemuku. com,ORG
859,minggu ( 03 / 05 / 2020 ),DAT
859,fatlolon,PER
859,talud,LOC
859,plt,NOR
859,sekretaris daerah ( sekda ),NOR
859,ruben moriolkosu,PER
859,kepala dinas,NOR
859,cipta karya dan kawasan pemukiman,ORG
859,kepala dinas bina,NOR
859,marga,ORG
859,kepala bappeda,NOR
859,ganan,PER
859,albert batlayeri,PER
859,lelemuku. com,ORG
859,grup telegram,ORG
859,lelemuku. com,ORG
859,https : / / t. me / lelemukucom,PRD
859,telegram,PRD
859,ponsel,PRD
859,lele,PRD
859,##muku. com,ORG
871,badan penanggulangan bencana daerah ( bpbd ),NOR
871,kota makassar,GPE
871,sulawesi selatan,GPE
871,sulsel,GPE
871,94,CRD
871,kelurahan katimbang,GPE
871,kecamatan biringkanaya,GPE
871,tiga,CRD
871,bpbd makassar,NOR
871,09. 30 wita,TIM
871,katimbang,GPE
871,63,QTY
871,17,CRD
871,kepala,QTY
871,kk,QTY
871,kantor kelurahan katimbang,LOC
871,17,QTY
871,4 kk,QTY
871,sd paccerakkang,LOC
871,14,QTY
871,3 kk,QTY
871,masjid nurul ikhlas kodam,LOC
871,3,CRD
871,kepala bpbd makassar,NOR
871,m fadli tahar,PER
871,minggu ( 11 / 1 / 2026 ),DAT
871,fadli,PER
871,ut,PER
871,fadli,PER
871,camat biringkanaya,NOR
871,juliaman,PER
871,kantor lurah katimbang d,LOC
871,kampung siaga bencana,ORG
871,ksb,ORG
871,bpbd,ORG
871,ksb,ORG
871,j,PER
871,ul,PER
871,##iaman,ORG
871,koordinator,NOR
871,data pengungsian,ORG
871,ksb kelurahan katimbang,NOR
871,andi mulyadi,PER
871,bp,NOR
871,##bd da,ORG
871,andi mulyadi,PER
871,kodam,LOC
871,kelurahan katimbang,GPE
871,kecamatan biringk,GPE
871,anaya,PER
871,sabtu ( 10 / 1 ),DAT
871,wali kota makassar,NOR
871,munafri arifuddin,PER
871,katimbang,LOC
871,alat,PRD
871,early warning system,PRD
871,ews,PRD
871,okasi,ORG
871,appi,ORG
871,sungai biring je ' ne,LOC
871,kota makassar,GPE
871,kabupaten maros,GPE
871,pemerintah,NOR
871,k,PER
872,wali kota makassar,NOR
872,munafri ' appi ' arifuddin,PER
872,kelurahan katimbang,GPE
872,kecamatan biringkanaya,GPE
872,sungai biring je,LOC
872,appi,PER
872,n,PER
872,sungai biring je,LOC
872,ne,LOC
872,appi,PER
872,perumahan kodam iii,LOC
872,kelurahan katimbang,GPE
872,kecamatan biringkanaya,GPE
872,sabtu ( 10 / 1 / 2026 ),DAT
872,appi,PER
872,sungai biring je ' ne,LOC
872,pem,NOR
872,##kot,ORG
872,makassar,NOR
872,##tis,ORG
872,sungai biring je ' ne,LOC
872,makassar,GPE
872,maros,GPE
872,app,PER
872,##i,ORG
872,app,PER
872,##i,ORG
872,kodam,LOC
872,kelurahan katimbang,GPE
872,kecamatan biringkanaya,GPE
872,sabtu ( 10 / 1 ),DAT
872,94,CRD
872,tiga,CRD
872,bpbd makassar,NOR
872,hin,PER
872,##g,ORG
872,09. 30 wita,TIM
872,katimbang,GPE
872,63,CRD
872,17,CRD
872,kepala,QTY
872,kk,QTY
872,kantor kelurahan katimbang,LOC
872,17 jiwa,QTY
872,4 kk,QTY
872,sd paccerakkang,LOC
872,14,QTY
872,3 kk,QTY
872,masjid nurul ikhlas koda,LOC
872,m,PER
872,3,PRD
872,kepala bpbd makassar,NOR
872,m fadli tahar,PER
872,minggu ( 11 / 1 ),DAT
873,makassar,GPE
873,9,CRD
873,sulawesi selatan,GPE
873,sulsel,GPE
873,10 hari,QTY
873,kota makassar,GPE
873,kabupaten maros,GPE
873,"badan meteorologi, klimatologi dan geofisika ( bmkg ) wilayah iv makassar",ORG
873,kedua,ORD
873,januari 2026,DAT
873,11 hingga 20 januari 2026,DAT
873,kesembilan,CRD
873,sulsel,GPE
873,makassar,GPE
873,barru,GPE
873,bone,GPE
873,gowa,GPE
873,jeneponto,GPE
873,maros,GPE
873,pangkep,GPE
873,soppeng,GPE
873,takalar,GPE
873,bmkg,ORG
873,kepala bpbd sulsel,NOR
873,amson padolo,PER
873,detiksulsel,ORG
873,minggu ( 11 / 1 / 2026 ),DAT
873,amson,PER
873,enam,CRD
873,makassar,GPE
873,bone,GPE
873,gowa,GPE
873,barru,GPE
873,maros,GPE
873,pangkep,GPE
873,takalar,GPE
873,bmkg,ORG
873,bpbd,NOR
873,tim rescue,ORG
873,ams,PER
873,##on,ORG
873,bmkg,ORG
873,sembilan,CRD
873,150 - 200 milimeter,QTY
873,200 - 300 milimeter,QTY
873,3,CRD
873,00 milimeter,QTY
873,bmkg wilayah iv makassar,ORG
873,sulsel,GPE
873,20 januari 2026,DAT
873,waspada barr,LOC
873,##u,ORG
873,kecamatan soppengriaja gowa,GPE
873,kecamatan tompobulu,GPE
873,jeneponto,GPE
873,kecamatan bangkala m,GPE
873,##s,ORG
873,kecamatan mallawa soppeng,GPE
873,kecamatan marioriwawo takalar,GPE
873,kecamatan mangarabombang,GPE
873,siaga barr,ORG
873,kecamatan balusu bone,GPE
873,kecamatan bontocani gowa,GPE
873,kecamatan bajeng barat,GPE
873,bajeng,GPE
873,barombong,GPE
873,biringbulu,GPE
873,bontolempangan,GPE
873,bontomarannu,GPE
873,bontonompo selatan,GPE
873,bontonompo,GPE
873,bungaya,GPE
873,manuju,GPE
873,pall,GPE
873,angga,PER
873,parigi,GPE
873,tombolopao,GPE
873,jeneponto,GPE
873,kecamatan bangkala barat makassar,GPE
873,kecamatan bontoala,GPE
873,makassar,GPE
873,mamajang,GPE
873,mariso,GPE
873,rappocini,GPE
873,tallo,GPE
873,tamalate,GPE
873,ujung pandang,GPE
873,ujung tanah,GPE
873,wajo maros,GPE
873,kecamatan camba soppeng,GPE
873,kecamatan lalabata takalar,GPE
873,kecamatan galesong selatan,GPE
873,galesong utara,GPE
873,gale,GPE
873,song,GPE
873,mappakasunggu,GPE
873,pattallasang,GPE
873,polombangkeng selatan,GPE
873,polombangkeng utara,GPE
873,sanrobone,GPE
873,aw,GPE
873,##as barru,LOC
873,kecamatan barru,GPE
873,pujananting,GPE
873,taneteriaja,GPE
873,taneter,GPE
873,##ilau bone,LOC
873,kecamatan tellulimpoe gowa,GPE
873,kecamatan parangloe,GPE
873,pattalassang,GPE
873,somba opu,GPE
873,tinggimoncong,GPE
873,makassar,GPE
873,kecamatan biringka,GPE
873,manggala,GPE
873,panakkukang,GPE
873,tamalan,GPE
873,##rea maros,LOC
873,kecamatan bantimurung,GPE
873,bontoa,GPE
873,cenrana,GPE
873,lau,GPE
873,mandai,GPE
873,maros baru,GPE
873,marusu,GPE
873,moncongloe,GPE
873,simbang,GPE
873,tanralili,GPE
873,tompobulu,GPE
873,turikale pangkep,GPE
873,kecamatan balocci,GPE
873,bungoro,GPE
873,labakkang,GPE
873,liukangtupabbiring utara,LOC
873,liukangtupabbiring,LOC
873,mandalle,GPE
873,marang,GPE
873,minasa,GPE
873,tene,GPE
873,pangkajene,GPE
